,Price,Area,Location,No. of Bedrooms
3768,8500000,840,Thane West,2
3769,6500000,670,Thane West,1
3770,10500000,675,Thane West,2
3771,10700000,693,Thane West,2
3772,4799000,625,Thane West,1
3773,6000000,905,Thane West,2
3774,6300000,550,Thane West,1
3775,7400000,650,Thane West,1
3776,9200000,940,Thane West,2
3777,8500000,880,Thane West,2
3778,18000000,1565,Thane West,3
3779,7400000,932,Thane West,2
3780,9300000,1010,Thane West,3
3781,22000000,1600,Thane West,3
3782,15000000,1400,Thane West,3
3783,5990000,901,Thane West,2
3784,5990000,901,Thane West,2
3785,9601000,1075,Thane West,2
3786,7929000,907,Thane West,2
3787,6300000,550,Thane West,1
3788,8700000,900,Thane West,2
3789,7400000,650,Thane West,1
3790,6700000,850,Thane West,2
3791,24000000,1500,Thane West,3
3792,8500000,990,Thane West,3
3793,5700000,590,Thane West,1
3794,4300000,375,Thane West,1
3795,12800000,1000,Thane West,2
3796,7600000,880,Thane West,2
3797,13500000,1000,Thane West,2
3798,16500000,1550,Thane West,3
3799,11500000,1050,Thane West,2
3800,4700000,375,Thane West,1
3801,13000000,1350,Thane West,3
3802,14500000,1200,Thane West,3
3803,14500000,1200,Thane West,3
3804,12000000,1026,Thane West,2
3805,12000000,1026,Thane West,2
3806,12000000,1080,Thane West,3
3807,11500000,950,Thane West,2
3808,14500000,1100,Thane West,2
3809,8600000,900,Thane West,2
3810,2799000,334,Thane West,1
3811,2599000,334,Thane West,1
3812,5999000,645,Thane West,1
3813,4299000,615,Thane West,1
3814,5999000,905,Thane West,2
3815,5999000,902,Thane West,2
3816,5990000,902,Thane West,2
3817,13000000,1150,Thane West,3
3818,15100000,957,Thane West,3
3819,7200000,650,Thane West,2
3820,4800000,550,Thane West,1
3821,8900000,750,Thane West,1
3822,8300000,750,Thane West,1
3823,8192000,703,Thane West,2
3824,5401000,461,Thane West,1
3825,6798999,577,Thane West,2
3826,4801000,416,Thane West,1
3827,6500000,550,Thane West,1
3828,14600000,850,Thane West,2
3829,46000000,2580,Thane West,4
3830,29700000,2015,Thane West,3
3831,10500000,956,Thane West,2
3832,10500000,956,Thane West,2
3833,7500000,650,Thane West,1
3834,7500000,650,Thane West,1
3835,12800000,750,Thane West,2
3836,5950000,540,Thane West,1
3837,8000000,600,Thane West,2
3838,4350000,660,Thane West,1
3839,14600000,850,Thane West,2
3840,5800000,550,Thane West,1
3841,14500000,900,Thane West,2
3842,14500000,900,Thane West,2
3843,2580000,645,Titwala,1
3844,3425000,845,Titwala,2
3845,2210000,580,Titwala,1
3846,2684000,650,Titwala,1
3847,2779000,675,Titwala,1
3848,2378000,575,Titwala,1
3849,2283000,550,Titwala,1
3850,2435000,590,Titwala,1
3851,3329999,820,Titwala,2
3852,2582000,670,Titwala,1
3853,2174000,570,Titwala,1
3854,2156000,565,Titwala,1
3855,3424000,845,Titwala,2
3856,2582000,670,Titwala,1
3857,2600000,650,Titwala,1
3858,4000000,960,Titwala,2
3859,9000000,1100,Ulwe,2
3860,8500000,1135,Ulwe,2
3861,5000000,735,Ulwe,1
3862,4500000,610,Ulwe,1
3863,8500000,1220,Ulwe,2
3864,4900000,700,Ulwe,1
3865,4500000,650,Ulwe,1
3866,5500000,690,Ulwe,1
3867,10500000,1190,Ulwe,2
3868,6000000,690,Ulwe,1
3869,7800000,1000,Ulwe,2
3870,8200000,1090,Ulwe,2
3871,6000000,745,Ulwe,1
3872,4000000,600,Ulwe,1
3873,4400000,670,Ulwe,1
3874,8800000,1085,Ulwe,2
3875,5200000,685,Ulwe,2
3876,6200000,693,Ulwe,1
3877,5000000,640,Ulwe,1
3878,2750000,385,Ulwe,1
3879,8000000,1235,Ulwe,2
3880,4950000,685,Ulwe,1
3881,7500000,980,Ulwe,2
3882,9000000,1100,Ulwe,2
3883,6000000,758,Ulwe,1
3884,4500000,689,Ulwe,1
3885,4700000,648,Ulwe,1
3886,8000000,1250,Ulwe,2
3887,5500000,840,Ulwe,2
3888,8600000,1045,Ulwe,2
3889,8500000,930,Ulwe,2
3890,5400000,620,Ulwe,1
3891,10300000,1220,Ulwe,2
3892,4600000,715,Ulwe,1
3893,7700000,1095,Ulwe,2
3894,6800000,925,Ulwe,2
3895,4800000,725,Ulwe,1
3896,10500000,1355,Ulwe,2
3897,12000000,1750,Ulwe,3
3898,7150000,1050,Ulwe,2
3899,7800000,1105,Ulwe,2
3900,8500000,1100,Ulwe,2
3901,9200000,1127,Ulwe,2
3902,8500000,1125,Ulwe,2
3903,8100000,1097,Ulwe,2
3904,5200000,688,Ulwe,1
3905,5200000,679,Ulwe,1
3906,5400000,697,Ulwe,1
3907,5700000,725,Ulwe,1
3908,4300000,665,Ulwe,1
3909,8200000,1055,Ulwe,2
3910,8500000,1075,Ulwe,2
3911,13000000,1565,Ulwe,3
3912,16500000,1850,Ulwe,3
3913,11500000,1350,Ulwe,2
3914,7600000,1050,Ulwe,2
3915,4000000,650,Ulwe,1
3916,5250000,650,Ulwe,1
3917,7500000,1150,Ulwe,2
3918,4500000,680,Ulwe,1
3919,4151000,650,Ulwe,1
3920,4151000,650,Ulwe,1
3921,2899000,450,Ulwe,1
3922,6850000,1050,Ulwe,2
3923,4000000,650,Ulwe,1
3924,4550000,650,Ulwe,1
3925,3990000,650,Ulwe,1
3926,4000000,650,Ulwe,1
3927,4225000,650,Ulwe,1
3928,4140999,650,Ulwe,1
3929,4000000,650,Ulwe,1
3930,4150000,650,Ulwe,1
3931,7150000,1050,Ulwe,2
3932,6800000,1050,Ulwe,2
3933,5100000,650,Ulwe,1
3934,4099000,650,Ulwe,1
3935,4400000,650,Ulwe,1
3936,7200000,961,Ulwe,2
3937,3000000,450,Ulwe,1
3938,7198999,1150,Ulwe,2
3939,7500000,1150,Ulwe,2
3940,4000000,650,Ulwe,1
3941,4200000,640,Ulwe,1
3942,4200000,640,Ulwe,1
3943,2750000,450,Ulwe,1
3944,7200000,1050,Ulwe,2
3945,7000000,1100,Ulwe,2
3946,4000000,650,Ulwe,1
3947,3950000,630,Ulwe,1
3948,4500000,680,Ulwe,1
3949,8000000,1050,Ulwe,2
3950,8000000,1100,Ulwe,2
3951,5500000,650,Ulwe,1
3952,8000000,1000,Ulwe,2
3953,12000000,1550,Ulwe,3
3954,4400000,685,Ulwe,1
3955,10000000,1156,Ulwe,2
3956,9500000,1150,Ulwe,2
3957,14100000,1650,Ulwe,3
3958,8400000,1150,Ulwe,2
3959,7600000,1075,Ulwe,2
3960,9000000,1180,Ulwe,2
3961,5600000,670,Ulwe,1
3962,10100000,1379,Ulwe,3
3963,4200000,675,Ulwe,1
3964,4500000,650,Ulwe,1
3965,5000000,735,Ulwe,1
3966,5000000,735,Ulwe,1
3967,6800000,1080,Ulwe,2
3968,6500000,1050,Ulwe,2
3969,8200000,1130,Ulwe,2
3970,7600000,1100,Ulwe,2
3971,15000000,1650,Ulwe,3
3972,7500000,1100,Ulwe,2
3973,5500000,675,Ulwe,1
3974,5000000,650,Ulwe,1
3975,5000000,650,Ulwe,1
3976,13000000,1586,Ulwe,3
3977,4000000,635,Ulwe,1
3978,4000000,600,Ulwe,1
3979,4500000,665,Ulwe,1
3980,4000000,650,Ulwe,1
3981,4000000,650,Ulwe,1
3982,7000000,920,Ulwe,1
3983,8000000,920,Ulwe,2
3984,5000000,650,Ulwe,1
3985,5500000,650,Ulwe,1
3986,4800000,670,Ulwe,1
3987,4800000,675,Ulwe,1
3988,8500000,1050,Ulwe,2
3989,5600000,670,Ulwe,1
3990,4200000,650,Ulwe,1
3991,4100000,650,Ulwe,1
3992,4500000,650,Ulwe,1
3993,3100000,420,Ulwe,1
3994,2700000,420,Ulwe,1
3995,11000000,1250,Ulwe,2
3996,12000000,1450,Ulwe,3
3997,12000000,1450,Ulwe,3
3998,9000000,1050,Ulwe,2
3999,9500000,1100,Ulwe,2
4000,14000000,1653,Ulwe,3
4001,9500000,1050,Ulwe,2
4002,5000000,680,Ulwe,1
4003,7500000,1050,Ulwe,2
4004,8000000,1100,Ulwe,2
4005,3499000,420,Ulwe,1
4006,5300000,650,Ulwe,1
4007,5200000,650,Ulwe,1
4008,4200000,650,Ulwe,1
4009,4200000,650,Ulwe,1
4010,5400000,650,Ulwe,1
4011,4500000,650,Ulwe,1
4012,7600000,1000,Ulwe,2
4013,7600000,1020,Ulwe,2
4014,7600000,1050,Ulwe,2
4015,9000000,1150,Ulwe,2
4016,5700000,670,Ulwe,1
4017,5700000,670,Ulwe,1
4018,9000000,1100,Ulwe,2
4019,8500000,1123,Ulwe,2
4020,4700000,656,Ulwe,1
4021,7800000,1050,Ulwe,2
4022,10000000,1100,Ulwe,2
4023,7400000,980,Ulwe,2
4024,13500000,1538,Ulwe,3
4025,9000000,1120,Ulwe,2
4026,9000000,1120,Ulwe,2
4027,8500000,1000,Ulwe,2
4028,8500000,1000,Ulwe,2
4029,11000000,1350,Ulwe,3
4030,11500000,1450,Ulwe,3
4031,6800000,1000,Ulwe,2
4032,8000000,1055,Ulwe,2
4033,5100000,690,Ulwe,1
4034,5100000,690,Ulwe,1
4035,7000000,1030,Ulwe,2
4036,4100000,555,Ulwe,1
4037,10000000,1210,Ulwe,2
4038,4700000,675,Ulwe,1
4039,6300000,750,Ulwe,1
4040,8000000,1155,Ulwe,2
4041,11500000,1260,Ulwe,2
4042,8800000,1235,Ulwe,2
4043,11000000,1580,Ulwe,3
4044,4200000,695,Ulwe,1
4045,8000000,1140,Ulwe,2
4046,8000000,1140,Ulwe,2
4047,5000000,700,Ulwe,1
4048,5000000,700,Ulwe,1
4049,5400000,697,Ulwe,1
4050,7600000,1050,Ulwe,2
4051,5500000,727,Ulwe,1
4052,12000000,1650,Ulwe,3
4053,8800000,1185,Ulwe,2
4054,3675000,610,Ulwe,1
4055,14500000,1660,Ulwe,3
4056,8800000,1185,Ulwe,2
4057,5200000,675,Ulwe,1
4058,5200000,675,Ulwe,1
4059,7100000,1059,Ulwe,2
4060,2650000,420,Ulwe,1
4061,2700000,400,Ulwe,1
4062,10000000,1335,Ulwe,2
4063,11500000,1450,Ulwe,2
4064,9500000,1100,Ulwe,2
4065,2600000,400,Ulwe,1
4066,9700000,1150,Ulwe,2
4067,7500000,1155,Ulwe,2
4068,7500000,1055,Ulwe,2
4069,4800000,687,Ulwe,1
4070,7500000,1155,Ulwe,2
4071,4600000,685,Ulwe,1
4072,6200000,700,Ulwe,1
4073,8900000,1100,Ulwe,2
4074,12000000,1580,Ulwe,3
4075,11000000,1650,Ulwe,3
4076,6500000,735,Ulwe,1
4077,5500000,700,Ulwe,2
4078,13200000,1548,Ulwe,3
4079,9400000,1250,Ulwe,2
4080,10000000,1180,Ulwe,2
4081,9000000,1145,Ulwe,2
4082,5250000,679,Ulwe,1
4083,13500000,1635,Ulwe,3
4084,13799999,1635,Ulwe,3
4085,11500000,1260,Ulwe,2
4086,14800000,1660,Ulwe,3
4087,8700000,1158,Ulwe,2
4088,11500000,1550,Ulwe,3
4089,12500000,1570,Ulwe,3
4090,9000000,1155,Ulwe,2
4091,8800000,1157,Ulwe,2
4092,8300000,1157,Ulwe,2
4093,9800000,1165,Ulwe,2
4094,8300000,1140,Ulwe,2
4095,8500000,1155,Ulwe,2
4096,5800000,650,Ulwe,1
4097,8000000,879,Ulwe,2
4098,9500000,1200,Ulwe,2
4099,9200000,1165,Ulwe,2
4100,8200000,1100,Ulwe,2
4101,7500000,1107,Vasai,3
4102,5760000,778,Vasai,2
4103,4600000,930,Vasai,2
4104,3350000,650,Vasai,1
4105,4500000,650,Vasai,2
4106,3624000,895,Vasai,2
4107,7031000,1125,Vasai,3
4108,2816000,630,Vasai,1
4109,2596000,590,Vasai,1
4110,6000000,915,Vasai,2
4111,7500000,1145,Vasai,2
4112,3977000,925,Vasai,2
4113,2795000,650,Vasai,1
4114,7350000,1160,Vasai,3
4115,2500000,650,Vasai,1
4116,2900000,595,Vasai,1
4117,2500000,535,Vasai,1
4118,4150000,950,Vasai,2
4119,6500000,925,Vasai,2
4120,3500000,695,Vasai,1
4121,4950000,900,Vasai,2
4122,5900000,950,Vasai,2
4123,6300000,748,Vasai,2
4124,4700000,670,Vasai,2
4125,5700000,950,Vasai,2
4126,2950000,550,Vasai,1
4127,3500000,685,Vasai,1
4128,3500000,650,Vasai,1
4129,5000000,960,Vasai,2
4130,2288000,572,Vasai,1
4131,8500000,1050,Vasai,3
4132,3600000,600,Vasai,1
4133,5800000,800,Vasai,2
4134,4278000,514,Vasai,2
4135,2948000,353,Vasai,1
4136,3847000,487,Vasai,2
4137,4163000,527,Vasai,2
4138,2804000,342,Vasai,1
4139,3133000,383,Vasai,1
4140,2650000,610,Vasai,1
4141,6000000,935,Vasai West,2
4142,8500000,1175,Vasai West,3
4143,9500000,1975,Vasai West,3
4144,2200000,500,Vasai West,1
4145,2300000,350,Vasai West,1
4146,4200000,600,Vasai West,2
4147,7500000,1200,Vasai West,3
4148,3000000,545,Vasai West,1
4149,2100000,325,Vasai West,1
4150,3600000,550,Vasai West,1
4151,5199000,880,Vasai West,2
4152,3750000,620,Vasai West,1
4153,5500000,750,Vasai West,2
4154,4700000,800,Vasai West,2
4155,5600000,950,Vasai West,2
4156,3750000,516,Vasai West,1
4157,8000000,1350,Vasai West,3
4158,2900000,558,Vasai east,1
4159,2476000,540,Vasai east,1
4160,2300000,450,Vasai east,1
4161,2600000,505,Vasai east,1
4162,2900000,585,Vasai east,1
4163,4400000,750,Vasai east,1
4164,4300000,850,Vasai east,2
4165,4500000,800,Vasai east,2
4166,4500000,800,Vasai east,2
4167,5350000,850,Vasai east,2
4168,3000000,540,Vasai east,1
4169,7500000,1250,Vasai east,3
4170,3200000,600,Vasai east,1
4171,4000000,765,Vasai east,2
4172,39000000,2150,Vasant Vihar,4
4173,31000000,2150,Vasant Vihar,3
4174,15000000,1109,Vasant Vihar,3
4175,39000000,1902,Vasant Vihar,3
4176,7200000,508,Vasant Vihar,1
4177,14900000,900,Vashi,2
4178,11500000,860,Vashi,2
4179,30000000,1786,Vashi,3
4180,14000000,1154,Vashi,2
4181,18000000,1000,Vashi,2
4182,25000000,1800,Vashi,3
4183,25000000,1600,Vashi,3
4184,30000000,2000,Vashi,4
4185,30000000,2000,Vashi,4
4186,18000000,900,Vikhroli,2
4187,30000000,1180,Vikhroli,2
4188,13899999,580,Vikhroli,2
4189,14100000,611,Vikhroli,2
4190,45000000,1400,Ville Parle East,3
4191,17000000,700,Ville Parle East,1
4192,28000000,1100,Ville Parle East,2
4193,30000000,1100,Ville Parle East,2
4194,27000000,900,Ville Parle East,2
4195,18900000,600,Ville Parle East,1
4196,45000000,1700,Ville Parle East,3
4197,40000000,1700,Ville Parle East,3
4198,40000000,1500,Ville Parle East,2
4199,50000000,1800,Ville Parle East,3
4200,40000000,1200,Ville Parle East,3
4201,30000000,1100,Ville Parle East,3
4202,33000000,1200,Ville Parle East,2
4203,25000000,900,Ville Parle East,2
4204,12500000,450,Ville Parle East,1
4205,32500000,1278,Ville Parle East,2
4206,29000000,1100,Ville Parle East,2
4207,11000000,450,Ville Parle East,1
4208,27500000,1180,Ville Parle East,3
4209,27500000,1180,Ville Parle East,3
4210,18800000,772,Ville Parle East,2
4211,26400000,837,Ville Parle East,2
4212,32500000,1130,Ville Parle East,3
4213,32500000,1130,Ville Parle East,3
4214,30000000,980,Ville Parle East,2
4215,62500000,1890,Ville Parle East,4
4216,62500000,1890,Ville Parle East,4
4217,80000000,2660,Ville Parle East,4
4218,56000000,1960,Ville Parle East,4
4219,28000000,980,Ville Parle East,2
4220,35000000,1400,Ville Parle East,3
4221,10000000,320,Ville Parle East,1
4222,10000000,320,Ville Parle East,1
4223,32500000,1085,Ville Parle East,2
4224,17000000,580,Ville Parle East,1
4225,28000000,950,Ville Parle East,2
4226,17000000,547,Ville Parle East,1
4227,25500000,805,Ville Parle East,2
4228,26700000,845,Ville Parle East,2
4229,27000000,853,Ville Parle East,2
4230,28400000,895,Ville Parle East,2
4231,28800000,907,Ville Parle East,2
4232,29500000,930,Ville Parle East,2
4233,36000000,1116,Ville Parle East,3
4234,40400000,1261,Ville Parle East,3
4235,14000000,580,Ville Parle East,1
4236,34800000,750,Ville Parle West,2
4237,39500000,940,Ville Parle West,3
4238,39000000,940,Ville Parle West,3
4239,38500000,985,Ville Parle West,3
4240,38500000,985,Ville Parle West,3
4241,2700000,650,Virar,1
4242,2800000,650,Virar,1
4243,6193000,1150,Virar,3
4244,5000000,1285,Virar,3
4245,3900000,975,Virar,2
4246,5000000,1030,Virar,3
4247,3200000,650,Virar,1
4248,3100000,650,Virar,1
4249,2600000,650,Virar,1
4250,2700000,640,Virar,1
4251,3100000,581,Virar,1
4252,4300000,843,Virar,2
4253,2700000,680,Virar,1
4254,4361000,890,Virar,2
4255,4459000,910,Virar,2
4256,3258000,665,Virar,1
4257,4067000,830,Virar,2
4258,3087000,630,Virar,1
4259,3650000,830,Virar,2
4260,2800000,690,Virar,1
4261,6200000,1350,Virar,3
4262,3900000,830,Virar,2
4263,6100000,1350,Virar,3
4264,2781000,690,Virar,1
4265,5097000,1057,Virar,2
4266,3900000,1015,Virar,2
4267,2800000,600,Virar,1
4268,4100000,615,Virar,2
4269,4000000,910,Virar,2
4270,3900000,825,Virar,2
4271,4150000,910,Virar,2
4272,3711999,910,Virar,2
4273,3728000,910,Virar,2
4274,4100000,910,Virar,2
4275,4100000,910,Virar,1
4276,4100000,910,Virar,2
4277,4200000,910,Virar,2
4278,3100000,630,Virar,1
4279,3000000,560,Virar,1
4280,8733000,1335,Virar,4
4281,2910000,412,Virar,1
4282,3250000,635,Virar,1
4283,4207000,935,Virar,2
4284,3622000,805,Virar,1
4285,3779999,840,Virar,2
4286,3735000,830,Virar,1
4287,4072000,905,Virar,2
4288,3757000,835,Virar,1
4289,3892000,865,Virar,2
4290,3420000,760,Virar,1
4291,2677000,595,Virar,1
4292,2835000,630,Virar,1
4293,3690000,820,Virar,2
4294,2970000,660,Virar,1
4295,4275000,950,Virar,2
4296,2520000,560,Virar,1
4297,4004999,890,Virar,2
4298,3397000,755,Virar,1
4299,4095000,910,Virar,2
4300,3999000,890,Virar,2
4301,2767000,615,Virar,1
4302,4045000,910,Virar,2
4303,3645000,810,Virar,1
4304,4117000,915,Virar,2
4305,2999000,665,Virar,1
4306,4410000,980,Virar,2
4307,3899000,830,Virar,2
4308,3960000,880,Virar,2
4309,2950000,630,Virar,1
4310,3829999,627,Virar,2
4311,3799000,830,Virar,2
4312,2850000,690,Virar,1
4313,3300000,650,Virar,1
4314,3110000,715,Virar,1
4315,3110000,715,Virar,1
4316,3243000,506,Virar,1
4317,2950000,630,Virar,1
4318,2910000,640,Virar,1
4319,3600000,800,Virar,2
4320,4000000,1050,Virar,2
4321,3800000,890,Virar,2
4322,2000000,420,Virar East,1
4323,2500000,540,Virar East,1
4324,2500000,540,Virar East,1
4325,2500000,545,Virar East,1
4326,2800000,545,Virar East,1
4327,2600000,575,Virar East,1
4328,2600000,560,Virar East,1
4329,2300000,575,Virar West,1
4330,3720000,930,Virar West,2
4331,2700000,650,Virar West,1
4332,4500000,910,Virar West,2
4333,2500000,500,Virar West,1
4334,4800000,1075,Virar West,2
4335,4200000,910,Virar West,2
4336,4000000,910,Virar West,1
4337,2500000,600,Virar West,1
4338,2400000,590,Virar West,1
4339,3488000,660,Virar West,1
4340,33000000,1245,Wadala,3
4341,29000000,1153,Wadala,3
4342,45100000,2376,Wadala,3
4343,39200000,2061,Wadala,3
4344,31000000,1267,Wadala,3
4345,40000000,1735,Wadala,3
4346,12500000,510,Wadala,1
4347,65000000,2695,Wadala,4
4348,27900000,1086,Wadala,3
4349,18900000,925,Wadala,2
4350,13899999,505,Wadala,1
4351,36500000,1620,Wadala,3
4352,25600000,902,Wadala,2
4353,18000000,850,Wadala,2
4354,25000000,900,Wadala,2
4355,24500000,906,Wadala,2
4356,15500000,680,Wadala East Wadala,1
4357,14000000,690,Wadala East Wadala,1
4358,18000000,769,Wadala East Wadala,1
4359,14900000,698,Wadala East Wadala,1
4360,26000000,1371,Wadala East Wadala,3
4361,47000000,2600,Wadala East Wadala,3
4362,29000000,1543,Wadala East Wadala,3
4363,106000000,2826,Worli,3
4364,125000000,2904,Worli,4
4365,120000000,3600,Worli,4
4366,19500000,800,Worli,1
4367,45000000,1100,Worli,2
4368,70000000,1700,Worli,3
4369,85000000,2000,Worli,3
4370,62000000,1450,Worli,3
4371,80000000,3498,Worli,3
4372,46000000,1150,Worli,2
4373,105500000,2285,Worli,3
4374,122500000,3150,Worli,4
4375,71000000,2580,Worli,3
4376,230000000,6900,Worli,5
4377,71500000,3182,Worli,3
4378,82000000,2044,Worli,3
4379,47000000,1500,Worli,3
4380,37500000,1200,Worli,2
4381,40000000,893,Worli,2
4382,49500000,1092,Worli,3
4383,11000000,1054,kandivali,2
4384,8800000,820,kandivali,2
4385,7500000,685,kandivali,1
4386,7200000,693,kandivali,1
4387,7000000,627,kandivali,1
4388,14500000,1020,kandivali,2
4389,19000000,1290,kandivali,2
4390,22500000,1495,kandivali,3
4391,9600000,1100,kavesar,2
4392,9300000,1100,kavesar,2
4393,9499000,1100,kavesar,2
4394,55000000,1296,matunga east,3
4395,30000000,850,matunga east,2
4396,18000000,560,matunga east,1
4397,30000000,900,matunga east,2
4398,37000000,1150,matunga east,3
4399,25500000,850,matunga east,2
4400,42000000,1250,matunga east,3
4401,9500000,1200,mumbai,2
4402,3500000,1000,mumbai,2
4403,3500000,400,mumbai,2
4404,2005000,595,mumbai,1
4405,2011000,597,mumbai,1
4406,2014999,598,mumbai,1
4407,2021000,600,mumbai,1
4408,2116000,630,mumbai,1
4409,6000000,2700,mumbai,4
4410,10800000,653,mumbai,1
4411,4500000,653,mumbai,1
4412,11000000,1100,mumbai,2
4413,10500000,1370,other,3
4414,13000000,1210,other,2
4415,9000000,560,other,1
4416,5500000,400,other,1
4417,8000000,650,other,1
4418,11500000,860,other,1
4419,9200000,400,other,1
4420,50100000,2800,other,4
4421,34100000,1500,other,3
4422,11000000,585,other,1
4423,17900000,1000,other,2
4424,19500000,1050,other,2
4425,19500000,1014,other,2
4426,11500000,600,other,1
4427,10500000,700,other,2
4428,2100000,529,other,1
4429,9200000,1260,other,2
4430,9000000,1260,other,2
4431,9000000,1240,other,2
4432,7000000,1060,other,2
4433,3400000,730,other,1
4434,50100000,2800,other,4
4435,5000000,578,other,1
4436,6250000,625,other,1
4437,3800000,560,other,1
4438,3600000,580,other,1
4439,4400000,530,other,1
4440,2600000,380,other,1
4441,18600000,1067,other,2
4442,13799999,1020,other,2
4443,14000000,671,other,1
4444,9600000,900,other,1
4445,2548000,675,other,1
4446,2492000,660,other,1
4447,2418000,640,other,1
4448,21700000,900,other,2
4449,16700000,1150,other,2
4450,2900000,350,other,1
4451,11500000,950,other,2
4452,6200000,660,other,1
4453,3700000,550,other,1
4454,9200000,1500,other,3
4455,5000000,650,other,1
4456,2700000,350,other,1
4457,11000000,550,other,1
4458,36100000,1237,other,3
4459,3600000,575,other,1
4460,5200000,580,other,1
4461,3985000,670,other,1
4462,2650000,673,other,1
4463,7200000,952,other,2
4464,4900000,650,other,1
4465,3588000,690,other,1
4466,3700000,650,other,1
4467,5400000,547,other,1
4468,2035000,574,other,1
4469,17000000,1760,other,3
4470,17000000,1245,other,2
4471,18500000,1052,other,2
4472,8500000,650,other,2
4473,14500000,950,other,2
4474,26000000,1350,other,3
4475,28000000,1350,other,3
4476,17600000,1100,other,2
4477,7500000,385,other,1
4478,9500000,850,other,2
4479,7000000,450,other,1
4480,26000000,1350,other,3
4481,12000000,1000,other,2
4482,28000000,1580,other,3
4483,21500000,1345,other,3
4484,19500000,1225,other,2
4485,9000000,1026,other,2
4486,3800000,422,other,1
4487,9800000,936,other,2
4488,5900000,576,other,1
4489,13200000,1525,other,2
4490,5000000,702,other,1
4491,6400000,506,other,1
4492,2350000,685,other,1
4493,10500000,900,other,2
4494,16500000,1175,other,2
4495,10500000,1420,other,3
4496,8700000,1160,other,2
4497,8300000,1256,other,2
4498,18500000,1150,other,2
4499,17000000,999,other,2
4500,16000000,900,other,2
4501,13899999,800,other,2
4502,21000000,900,other,2
4503,20000000,900,other,2
4504,21000000,900,other,2
4505,18500000,1200,other,3
4506,20500000,900,other,2
4507,3100000,450,other,1
4508,7500000,900,other,2
4509,4500000,603,other,1
4510,6000000,560,other,1
4511,13200000,1260,other,2
4512,11500000,1095,other,2
4513,15000000,1500,other,3
4514,5000000,500,other,1
4515,4600000,610,other,1
4516,9500000,1065,other,2
4517,12700000,1251,other,2
4518,9500000,1065,other,2
4519,14000000,1320,other,2
4520,10500000,1136,other,2
4521,7800000,735,other,1
4522,4200000,640,other,1
4523,9800000,1090,other,2
4524,4500000,800,other,1
4525,15000000,1300,other,3
4526,12700000,1125,other,2
4527,6000000,675,other,1
4528,5000000,650,other,1
4529,5500000,450,other,1
4530,6000000,560,other,1
4531,5500000,650,other,1
4532,10500000,1075,other,2
4533,7000000,735,other,1
4534,4600000,600,other,1
4535,11500000,1182,other,2
4536,12700000,1125,other,2
4537,9900000,1025,other,2
4538,21000000,1771,other,3
4539,16000000,1650,other,3
4540,8000000,810,other,2
4541,8500000,1000,other,2
4542,8500000,1000,other,2
4543,10000000,785,other,2
4544,11500000,1227,other,2
4545,17500000,1630,other,3
4546,19000000,1500,other,3
4547,10500000,900,other,2
4548,3500000,475,other,1
4549,29000000,1050,other,3
4550,23000000,925,other,3
4551,6500000,610,other,1
4552,8000000,806,other,2
4553,19000000,1050,other,2
4554,12600000,1150,other,2
4555,12600000,1150,other,2
4556,18000000,675,other,2
4557,14000000,1530,other,3
4558,13200000,768,other,2
4559,6656000,488,other,1
4560,50000000,7000,other,6
4561,13200000,768,other,2
4562,7000000,448,other,1
4563,15000000,971,other,2
4564,4700000,885,other,2
4565,4600000,885,other,2
4566,2900000,700,other,1
4567,4800000,600,other,1
4568,13600000,600,other,1
4569,5200000,534,other,2
4570,21000000,730,other,2
4571,3300000,342,other,1
4572,5545000,902,other,2
4573,5556000,902,other,2
4574,7311000,1149,other,3
4575,24000000,1250,other,3
4576,11399999,448,other,1
4577,7300000,1149,other,3
4578,4500000,457,other,1
4579,2200000,400,other,1
4580,3300000,612,other,2
4581,33000000,1650,other,3
4582,33000000,1800,other,3
4583,35000000,1835,other,3
4584,24500000,1300,other,3
4585,6000000,650,other,1
4586,3310000,780,other,2
4587,2770000,655,other,2
4588,2670000,630,other,1
4589,2110000,495,other,1
4590,23000000,1265,other,2
4591,3700000,425,other,1
4592,2000000,400,other,1
4593,2200000,450,other,1
4594,2000000,540,other,1
4595,2400000,560,other,1
4596,6300000,750,other,1
4597,7600000,550,other,1
4598,16000000,1944,other,4
4599,8000000,972,other,2
4600,2100000,450,other,1
4601,3500000,500,other,1
4602,2100000,625,other,1
4603,3200000,410,other,1
4604,23500000,1300,other,2
4605,15000000,1450,other,3
4606,7600000,1055,other,2
4607,11299999,750,other,2
4608,16000000,890,other,2
4609,8725000,1135,other,2
4610,3800000,675,other,1
4611,7500000,1050,other,2
4612,37000000,1426,other,3
4613,3800000,930,other,2
4614,11500000,650,other,1
4615,22000000,1300,other,3
4616,4400000,610,other,1
4617,7000000,900,other,2
4618,6000000,373,other,1
4619,21500000,1050,other,3
4620,7500000,650,other,2
4621,17000000,815,other,2
4622,11500000,650,other,1
4623,11700000,550,other,1
4624,7500000,550,other,1
4625,7000000,400,other,1
4626,8500000,450,other,1
4627,11700000,480,other,1
4628,4400000,305,other,1
4629,11500000,441,other,2
4630,8800000,500,other,1
4631,9000000,350,other,1
4632,8500000,380,other,1
4633,4000000,765,other,2
4634,10500000,625,other,1
4635,11500000,650,other,1
4636,10000000,1100,other,2
4637,7500000,700,other,2
4638,6000000,885,other,2
